Sample,Plate,Row,Column,LABID,Miseq.num,tot.reads,tot.aligned.reads,median.aligned.reads.per.loc,gt.10.aligned,gt.20.aligned,X..on.target,AnimalID,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX.x,HAP,mito.haps,USE.x,GTseq.stratum,Optimization.sample,Main.run,Latitude.x,Longitude.x,YR.x,SOURCE.x,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,FIELDID,Animal_ID,SOURCE.y,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE.y,Restrict_Description,YR.y,MO,DA,Location,City,Island,County,State,Country,Latitude.y,Latitude_Precision,Latitude_Precision_Unit,Longitude.y,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX.y,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
z0197659_Mnov_MS51_n0028446_R1.fastq.gz,2,B,10,z0197659,28446,53611,50107,89.5,329,294,0.935,197659,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,36.6584,-121.9472,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181002-MUS-04,176965,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,2,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6584,1e-04,DEGREE,-121.9472,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0197660_Mnov_MS51_n0028447_R1.fastq.gz,2,C,10,z0197660,28447,13840,10569,13,201,160,0.764,197660,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,36.6584,-121.9472,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181002-MUS-05,176966,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,2,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6584,1e-04,DEGREE,-121.9472,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,Subsample - Skin Only,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0197671_Mnov_MS51_n0028448_R1.fastq.gz,2,D,10,z0197671,28448,68789,64679,103,325,293,0.94,197671,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,37.493,-122.5397,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181013-MUS-01,176977,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,13,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.493,0.001,DEGREE,-122.5397,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0197673_Mnov_MS51_n0028449_R1.fastq.gz,2,E,10,z0197673,28449,105674,101374,192,343,328,0.959,197673,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,37.4592,-122.5151,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181014-MUS-01,176979,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,14,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.4592,1e-04,DEGREE,-122.5151,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0197679_Mnov_MS51_n0028450_R1.fastq.gz,2,F,10,z0197679,28450,121803,113218,304,360,358,0.93,197679,NA,NA,NA,NA,NA,M,E5,NA,CCES,NA,NA,x,37.448,-122.8991,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181021-MUS-01,176985,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,21,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.448,0.001,DEGREE,-122.8991,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,Subsample - Skin Only,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0196728_Mnov_MS51_n0028460_R1.fastq.gz,2,H,11,z0196728,28460,62254,53024,108,357,342,0.852,196728,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,37.5876,-122.7458,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180821-ZIP-05,176026,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,21,,,,,,UNITED STATES OF AMERICA,37.5876,1e-04,DEGREE,-122.7458,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196755_Mnov_MS51_n0028461_R1.fastq.gz,2,A,12,z0196755,28461,24473,14188,30,328,253,0.58,196755,NA,NA,NA,NA,NA,F,Aminus,NA,CCES,NA,NA,x,37.8364,-122.7989,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180823-ZIP-08,176053,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.8364,1e-04,DEGREE,-122.7989,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196762_Mnov_MS51_n0028462_R1.fastq.gz,2,B,12,z0196762,28462,27236,22259,43.5,334,290,0.817,196762,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,37.4841,-122.6645,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180824-ZIP-01,176060,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,24,,,,,,UNITED STATES OF AMERICA,37.4841,1e-04,DEGREE,-122.6645,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196833_Mnov_MS51_n0028463_R1.fastq.gz,2,C,12,z0196833,28463,30345,22996,45,339,285,0.758,196833,NA,NA,NA,NA,NA,M,E1_E11,NA,CCES,NA,NA,x,36.805,-121.8048,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20180906-ZIP-30,176131,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,6,,,,,,UNITED STATES OF AMERICA,36.805,0.001,DEGREE,-121.8048,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196839_Mnov_MS51_n0028464_R1.fastq.gz,2,D,12,z0196839,28464,728,90,0,0,0,0.124,196839,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,35.374,-120.8889,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180908-MUS-02,176137,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,8,,,,,,UNITED STATES OF AMERICA,35.374,0.001,DEGREE,-120.8889,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196854_Mnov_MS51_n0028465_R1.fastq.gz,2,E,12,z0196854,28465,196495,180468,390,359,355,0.918,196854,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,48.4347,-124.6867,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180925-BOR-01,176152,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,25,,,,,,UNITED STATES OF AMERICA,48.4347,1e-04,DEGREE,-124.6867,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Skin and Blubber,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196889_Mnov_MS51_n0028466_R1.fastq.gz,2,F,12,z0196889,28466,854,107,0,0,0,0.125,196889,NA,NA,NA,NA,NA,F,F1,NA,CCES,NA,NA,x,40.6523,-124.4547,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,JKJ-20181025-1,176187,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,25,Eureka,,,Humboldt,CALIFORNIA,UNITED STATES OF AMERICA,40.6523,1e-04,DEGREE,-124.4547,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,2/13/19 0:00,NA,NA,NA,NA,Sample collected by J.Jacobsen in collaboration with Cascadia for the CCES 2018 effort.,2/13/19 15:01,Dan Prosperi,9/17/21 8:04
z0197671_Mnov_MS51_n0028467_R1.fastq.gz,2,G,12,z0197671,28467,9495,1385,0,1,1,0.146,197671,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,37.493,-122.5397,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - no winter photo,CRC-20181013-MUS-01,176977,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,13,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.493,0.001,DEGREE,-122.5397,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0195726_Mnov_MS51_n0028539_R1.fastq.gz,3,G,9,z0195726,28539,29393,26310,45,313,253,0.895,195726,195744,NA,NA,NA,CentAm,M,E1_E11,NA,CCES,CentAm,x,x,43.7039,-124.4392,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,CRC-20180731-ZIP-03,242698,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.7039,1e-04,DEGREE,-124.4392,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0196730_Mnov_MS51_n0028540_R1.fastq.gz,3,H,9,z0196730,28540,77891,73960,158,347,331,0.95,196730,NA,NA,NA,NA,CentAm,M,F2,NA,CCES,CentAm,x,x,37.5937,-122.7907,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,Joelle De Weerdt-PUBLIC,NA,CRC-20180821-ZIP-07,176028,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,21,,,,,,UNITED STATES OF AMERICA,37.5937,1e-04,DEGREE,-122.7907,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196733_Mnov_MS51_n0028541_R1.fastq.gz,3,A,10,z0196733,28541,17748,15866,23,262,205,0.894,196733,196735,NA,NA,NA,CentAm,M,F2,NA,CCES,CentAm,x,x,37.5946,-122.7909,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",CRC-20180821-ZIP-10,176031,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,21,,,,,,UNITED STATES OF AMERICA,37.5946,1e-04,DEGREE,-122.7909,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196746_Mnov_MS51_n0028543_R1.fastq.gz,3,C,10,z0196746,28543,104606,99722,227,355,348,0.953,196746,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,37.3128,-122.6253,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,[no name] Displayed with permission from [**Cascadia Research Collective**],CRC-20180822-ZIP-09,176044,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,22,,,,,,UNITED STATES OF AMERICA,37.3128,1e-04,DEGREE,-122.6253,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,Likely thawed for short period due to Dry Shipper not staying cold,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196758_Mnov_MS51_n0028544_R1.fastq.gz,3,D,10,z0196758,28544,70664,65941,159,356,349,0.933,196758,NA,NA,NA,NA,CentAm,F,F3,NA,CCES,CentAm,NA,x,37.9161,-122.8561,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,David Alfaro-PUBLIC,NA,CRC-20180823-ZIP-11,176056,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,23,,,,,,UNITED STATES OF AMERICA,37.9161,1e-04,DEGREE,-122.8561,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196783_Mnov_MS51_n0028545_R1.fastq.gz,3,E,10,z0196783,28545,249444,238557,577.5,360,357,0.956,196783,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,36.5143,-122.0003,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,CRC-20180828-MUS-01,176081,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,28,,,,,,UNITED STATES OF AMERICA,36.5143,1e-04,DEGREE,-122.0003,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196794_Mnov_MS51_n0028546_R1.fastq.gz,3,F,10,z0196794,28546,67991,66076,158.5,351,339,0.972,196794,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,36.7707,-121.8611,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,[no name] Displayed with permission from [**Cascadia Research Collective**],CRC-20180829-ZIP-05,176092,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,29,,,,,,UNITED STATES OF AMERICA,36.7707,1e-04,DEGREE,-121.8611,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196804_Mnov_MS51_n0028547_R1.fastq.gz,3,G,10,z0196804,28547,53494,50849,93.5,331,297,0.951,196804,NA,NA,NA,NA,CentAm,M,E1_E11,NA,CCES,CentAm,NA,x,36.8003,-121.8467,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator","Erin Falcone, Frank Garita Alp√≠zar",NA,CRC-20180831-ZIP-11,176102,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,31,,,,,,UNITED STATES OF AMERICA,36.8003,1e-04,DEGREE,-121.8467,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196810_Mnov_MS51_n0028548_R1.fastq.gz,3,H,10,z0196810,28548,2018,294,0,1,1,0.146,196810,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,35.372,-120.8902,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC-20180903-MUS-03,176108,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,3,,,,,,UNITED STATES OF AMERICA,35.372,0.001,DEGREE,-120.8902,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196811_Mnov_MS51_n0028549_R1.fastq.gz,3,A,11,z0196811,28549,7227,4635,3,82,36,0.641,196811,NA,NA,NA,NA,CentAm,M,F3,NA,CCES,CentAm,NA,x,35.3647,-120.8839,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,CRC-20180903-MUS-04,176109,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,3,,,,,,UNITED STATES OF AMERICA,35.3647,1e-04,DEGREE,-120.8839,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0196838_Mnov_MS51_n0028550_R1.fastq.gz,3,B,11,z0196838,28550,4558,1714,2,11,1,0.376,196838,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,35.3733,-120.8916,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,CRC-20180908-MUS-01,176136,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,9,8,,,,,,UNITED STATES OF AMERICA,35.3733,1e-04,DEGREE,-120.8916,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/30/19 0:00,NA,NA,NA,NA,,1/30/19 15:12,Dan Prosperi,9/17/21 8:04
z0197662_Mnov_MS51_n0028551_R1.fastq.gz,3,C,11,z0197662,28551,89420,86831,138,332,310,0.971,197662,NA,NA,NA,NA,CentAm,M,E10,NA,CCES,CentAm,x,x,36.6491,-121.9762,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,CRC-20181002-MUS-45,176968,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,2,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6491,1e-04,DEGREE,-121.9762,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0197665_Mnov_MS51_n0028552_R1.fastq.gz,3,D,11,z0197665,28552,90445,86476,212.5,354,348,0.956,197665,NA,NA,NA,NA,CentAm,F,F2,NA,CCES,CentAm,x,x,36.6491,-121.9762,2018,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Katherina,CRC-20181002-Cheeto-47,176971,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,10,2,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6491,1e-04,DEGREE,-121.9762,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/4/19 0:00,NA,NA,NA,NA,,6/4/19 17:40,Dan Prosperi,9/17/21 8:04
z0195690_Mnov_MS51_n0028596_R1.fastq.gz,8,H,4,z0195690,28596,581,157,0,0,0,0.27,195690,NA,NA,NA,NA,SMX,M,Aplus,NA,CCES,SMX,NA,x,47.456,-124.8794,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Nico,CRC-20180710-ZIP-03,242662,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,10,,,,,,UNITED STATES OF AMERICA,47.456,0.001,DEGREE,-124.8794,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195700_Mnov_MS51_n0028597_R1.fastq.gz,8,A,5,z0195700,28597,81813,78029,167.5,353,337,0.954,195700,NA,NA,NA,NA,SMX,M,E10,NA,CCES,SMX,NA,x,44.8287,-125.037,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,"Nico, FIBB",CRC-20180728-ZIP-03,242672,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,28,,,,,,UNITED STATES OF AMERICA,44.8287,1e-04,DEGREE,-125.037,0.001,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195715_Mnov_MS51_n0028598_R1.fastq.gz,8,B,5,z0195715,28598,100793,96923,199.5,356,344,0.962,195715,NA,NA,NA,NA,SMX,F,E10,NA,CCES,SMX,NA,x,43.7338,-124.4206,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,Katherina,CRC-20180730-ZIP-10,242687,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7338,1e-04,DEGREE,-124.4206,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195758_Mnov_MS51_n0028599_R1.fastq.gz,8,C,5,z0195758,28599,886,299,0,1,0,0.337,195758,NA,NA,NA,NA,SMX,M,E13,NA,CCES,SMX,NA,x,43.7186,-124.3695,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,FIBB,CRC-20180803-ZIP-04,242730,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,8,3,,,,,,UNITED STATES OF AMERICA,43.7186,1e-04,DEGREE,-124.3695,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
